OTU_ID,Short_name,Short_name,Taxonomy,Domain,Phylum,Class,Order,Family,Genus
OTU986,(o__Nitrosococcales) g__,(o__Nitrosococcales) g__, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;unclassified;, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,unclassified,g__
OTU987,(o__Piscirickettsiales) g__Piscirickettsia,(o__Piscirickettsiales) g__Piscirickettsia, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Piscirickettsiales;f__Piscirickettsiaceae;g__Piscirickettsia, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Piscirickettsiales,f__Piscirickettsiaceae,g__Piscirickettsia
OTU988,(o__PS1) g__Pseudothioglobus,(o__PS1) g__Pseudothioglobus, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PS1,f__Thioglobaceae,g__Pseudothioglobus
OTU989,(o__PS1) g__VMDI01,(o__PS1) g__VMDI01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__VMDI01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PS1,f__Thioglobaceae,g__VMDI01
OTU990,(o__PS1) unclassified,(o__PS1) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PS1,f__Thioglobaceae,unclassified
OTU991,(o__Pseudomonadales) g__Alcanivorax,(o__Pseudomonadales) g__Alcanivorax, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Alcanivoracaceae,g__Alcanivorax
OTU992,(o__Pseudomonadales) g__Alcanivorax_A,(o__Pseudomonadales) g__Alcanivorax_A, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax_A, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Alcanivoracaceae,g__Alcanivorax_A
OTU993,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Alcanivoracaceae,unclassified
OTU994,(o__Pseudomonadales) g__Gilvimarinus,(o__Pseudomonadales) g__Gilvimarinus, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Gilvimarinus, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Gilvimarinus
OTU995,(o__Pseudomonadales) g__Marinagarivorans,(o__Pseudomonadales) g__Marinagarivorans, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Marinagarivorans
OTU996,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,unclassified
OTU997,(o__Pseudomonadales) g__Sinobacterium,(o__Pseudomonadales) g__Sinobacterium, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-100316;g__Sinobacterium, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-100316,g__Sinobacterium
OTU998,(o__Pseudomonadales) g__Umboniibacter,(o__Pseudomonadales) g__Umboniibacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-25080;g__Umboniibacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-25080,g__Umboniibacter
OTU999,(o__Pseudomonadales) g__Bermanella,(o__Pseudomonadales) g__Bermanella, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Bermanella, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-6294,g__Bermanella
OTU1000,(o__Pseudomonadales) g__Oceanobacter,(o__Pseudomonadales) g__Oceanobacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Oceanobacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-6294,g__Oceanobacter
OTU1001,(o__Pseudomonadales) g__Oleibacter,(o__Pseudomonadales) g__Oleibacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Oleibacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-6294,g__Oleibacter
OTU1002,(o__Pseudomonadales) g__UBA2009,(o__Pseudomonadales) g__UBA2009, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__UBA2009, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-6294,g__UBA2009
OTU1003,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__DSM-6294,unclassified
OTU1004,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Endozoicomonadaceae,unclassified
OTU1005,(o__Pseudomonadales) g__GM7GCV1,(o__Pseudomonadales) g__GM7GCV1, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;g__GM7GCV1, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__GM7GCV1,g__GM7GCV1
OTU1006,(o__Pseudomonadales) g__JABJGI01,(o__Pseudomonadales) g__JABJGI01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;g__JABJGI01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__GM7GCV1,g__JABJGI01
OTU1007,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__GM7GCV1,unclassified
OTU1008,(o__Pseudomonadales) g__Aequoribacter,(o__Pseudomonadales) g__Aequoribacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Aequoribacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Aequoribacter
OTU1009,(o__Pseudomonadales) g__Halioglobus,(o__Pseudomonadales) g__Halioglobus, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Halioglobus
OTU1010,(o__Pseudomonadales) g__Luminiphilus,(o__Pseudomonadales) g__Luminiphilus, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Luminiphilus
OTU1011,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,unclassified
OTU1012,(o__Pseudomonadales) g__Halomonas,(o__Pseudomonadales) g__Halomonas, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas
OTU1013,(o__Pseudomonadales) g__Halomonas_E,(o__Pseudomonadales) g__Halomonas_E, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_E, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas_E
OTU1014,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,unclassified
OTU1015,(o__Pseudomonadales) g__RGAU01,(o__Pseudomonadales) g__RGAU01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__RGAU01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__RGAU01
OTU1016,(o__Pseudomonadales) g__UBA4421,(o__Pseudomonadales) g__UBA4421, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA4421
OTU1017,(o__Pseudomonadales) g__UBA4582,(o__Pseudomonadales) g__UBA4582, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA4582
OTU1018,(o__Pseudomonadales) g__UBA9659,(o__Pseudomonadales) g__UBA9659, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA9659
OTU1019,(o__Pseudomonadales) g__UBA9926,(o__Pseudomonadales) g__UBA9926, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__UBA9926
OTU1020,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,unclassified
OTU1021,(o__Pseudomonadales) g__HIMB30,(o__Pseudomonadales) g__HIMB30, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Litoricolaceae,g__HIMB30
OTU1022,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Litoricolaceae,unclassified
OTU1023,(o__Pseudomonadales) g__Marinomonas,(o__Pseudomonadales) g__Marinomonas, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinomonadaceae,g__Marinomonas
OTU1024,(o__Pseudomonadales) g__Acinetobacter,(o__Pseudomonadales) g__Acinetobacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
OTU1025,(o__Pseudomonadales) g__Perlucidibaca,(o__Pseudomonadales) g__Perlucidibaca, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Perlucidibaca
OTU1026,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,unclassified
OTU1027,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Natronospirillaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Natronospirillaceae,unclassified
OTU1028,(o__Pseudomonadales) g__NG_62,(o__Pseudomonadales) g__NG_62, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__NG_04;g__NG_62, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__NG_04,g__NG_62
OTU1029,(o__Pseudomonadales) g__ASP10-02a,(o__Pseudomonadales) g__ASP10-02a, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__ASP10-02a, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__ASP10-02a
OTU1030,(o__Pseudomonadales) g__Marinobacterium,(o__Pseudomonadales) g__Marinobacterium, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Marinobacterium
OTU1031,(o__Pseudomonadales) g__Neptuniibacter,(o__Pseudomonadales) g__Neptuniibacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptuniibacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Neptuniibacter
OTU1032,(o__Pseudomonadales) g__Neptunomonas,(o__Pseudomonadales) g__Neptunomonas, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptunomonas, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Neptunomonas
OTU1033,(o__Pseudomonadales) g__Pontibacterium,(o__Pseudomonadales) g__Pontibacterium, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Pontibacterium, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Pontibacterium
OTU1034,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,unclassified
OTU1035,(o__Pseudomonadales) g__Marinobacter,(o__Pseudomonadales) g__Marinobacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,g__Marinobacter
OTU1036,(o__Pseudomonadales) g__PZPK01,(o__Pseudomonadales) g__PZPK01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,g__PZPK01
OTU1037,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae,unclassified
OTU1038,(o__Pseudomonadales) g__HTCC2207,(o__Pseudomonadales) g__HTCC2207, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__HTCC2207
OTU1039,(o__Pseudomonadales) g__JAGPUQ01,(o__Pseudomonadales) g__JAGPUQ01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__JAGPUQ01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__JAGPUQ01
OTU1040,(o__Pseudomonadales) g__NG_63,(o__Pseudomonadales) g__NG_63, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__NG_63, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__NG_63
OTU1041,(o__Pseudomonadales) g__Porticoccus,(o__Pseudomonadales) g__Porticoccus, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__Porticoccus
OTU1042,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,unclassified
OTU1043,(o__Pseudomonadales) g__CAILUG01,(o__Pseudomonadales) g__CAILUG01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__CAILUG01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__CAILUG01
OTU1044,(o__Pseudomonadales) g__NG_64,(o__Pseudomonadales) g__NG_64, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__NG_64, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__NG_64
OTU1045,(o__Pseudomonadales) g__NORP240,(o__Pseudomonadales) g__NORP240, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__NORP240, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__NORP240
OTU1046,(o__Pseudomonadales) g__Pseudohongiella,(o__Pseudomonadales) g__Pseudohongiella, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__Pseudohongiella
OTU1047,(o__Pseudomonadales) g__renamed_07,(o__Pseudomonadales) g__renamed_07, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__renamed_07, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__renamed_07
OTU1048,(o__Pseudomonadales) g__RFVC01,(o__Pseudomonadales) g__RFVC01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__RFVC01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__RFVC01
OTU1049,(o__Pseudomonadales) g__UBA5078,(o__Pseudomonadales) g__UBA5078, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5078, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__UBA5078
OTU1050,(o__Pseudomonadales) g__UBA5109,(o__Pseudomonadales) g__UBA5109, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5109, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__UBA5109
OTU1051,(o__Pseudomonadales) g__UBA9145,(o__Pseudomonadales) g__UBA9145, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__UBA9145
OTU1052,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,unclassified
OTU1053,(o__Pseudomonadales) g__Pseudomonas,(o__Pseudomonadales) g__Pseudomonas, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas
OTU1054,(o__Pseudomonadales) g__Pseudomonas_A,(o__Pseudomonadales) g__Pseudomonas_A, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_A
OTU1055,(o__Pseudomonadales) g__Pseudomonas_D,(o__Pseudomonadales) g__Pseudomonas_D, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_D
OTU1056,(o__Pseudomonadales) g__Pseudomonas_E,(o__Pseudomonadales) g__Pseudomonas_E, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
OTU1057,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,unclassified
OTU1058,(o__Pseudomonadales) g__renamed_06,(o__Pseudomonadales) g__renamed_06, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__renamed_07;g__renamed_06, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__renamed_07,g__renamed_06
OTU1059,(o__Pseudomonadales) g__Spongiibacter,(o__Pseudomonadales) g__Spongiibacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__Spongiibacter
OTU1060,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,unclassified
OTU1061,(o__Pseudomonadales) g__UBA5518,(o__Pseudomonadales) g__UBA5518, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__UBA5518,g__UBA5518
OTU1062,(o__Pseudomonadales) g__NG_65,(o__Pseudomonadales) g__NG_65, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA6940;g__NG_65, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__UBA6940,g__NG_65
OTU1063,(o__Pseudomonadales) unclassified,(o__Pseudomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA6940;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__UBA6940,unclassified
OTU1064,(o__Pseudomonadales) g__UBA7434,(o__Pseudomonadales) g__UBA7434, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__UBA7434,g__UBA7434
OTU1065,(o__Pseudomonadales) g__,(o__Pseudomonadales) g__, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;unclassified;, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,unclassified,g__
OTU1066,(o__renamed_08) g__NG_16,(o__renamed_08) g__NG_16, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__renamed_08;f__renamed_08;g__NG_16, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__renamed_08,f__renamed_08,g__NG_16
OTU1067,(o__SAR86) g__CACNYO01,(o__SAR86) g__CACNYO01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__CACNYO01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__AG-339-G14,g__CACNYO01
OTU1068,(o__SAR86) g__MEDG-81,(o__SAR86) g__MEDG-81, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__MEDG-81, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__AG-339-G14,g__MEDG-81
