OTU_ID,Short_name,Short_name,Taxonomy,Domain,Phylum,Class,Order,Family,Genus
OTU1069,(o__SAR86) unclassified,(o__SAR86) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__AG-339-G14,unclassified
OTU1070,(o__SAR86) g__CACEJU01,(o__SAR86) g__CACEJU01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__CACEJU01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__CACEJU01
OTU1071,(o__SAR86) g__CACNXK01,(o__SAR86) g__CACNXK01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__CACNXK01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__CACNXK01
OTU1072,(o__SAR86) g__CAJQGY01,(o__SAR86) g__CAJQGY01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__CAJQGY01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__CAJQGY01
OTU1073,(o__SAR86) g__D2472,(o__SAR86) g__D2472, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__D2472
OTU1074,(o__SAR86) g__MED-G82,(o__SAR86) g__MED-G82, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__MED-G82, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__MED-G82
OTU1075,(o__SAR86) g__SAR86A,(o__SAR86) g__SAR86A, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SAR86A, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__SAR86A
OTU1076,(o__SAR86) g__SCGC-AAA076-P13,(o__SAR86) g__SCGC-AAA076-P13, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__SCGC-AAA076-P13
OTU1077,(o__SAR86) g__VMDH01,(o__SAR86) g__VMDH01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__VMDH01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,g__VMDH01
OTU1078,(o__SAR86) unclassified,(o__SAR86) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,unclassified
OTU1079,(o__SAR86) g__GCA-2707915,(o__SAR86) g__GCA-2707915, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__SAR86,g__GCA-2707915
OTU1080,(o__SAR86) unclassified,(o__SAR86) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__SAR86,unclassified
OTU1081,(o__SAR86) g__TMED112,(o__SAR86) g__TMED112, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__TMED112, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__TMED112,g__TMED112
OTU1082,(o__SAR86) g__,(o__SAR86) g__, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;unclassified;, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,unclassified,g__
OTU1083,(o__Steroidobacterales) g__CAILZL01,(o__Steroidobacterales) g__CAILZL01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CAILZL01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__CAILZL01
OTU1084,(o__Steroidobacterales) g__SCUD01,(o__Steroidobacterales) g__SCUD01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__SCUD01
OTU1085,(o__Steroidobacterales) g__SG8-30,(o__Steroidobacterales) g__SG8-30, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SG8-30, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__SG8-30
OTU1086,(o__Steroidobacterales) g__UBA964,(o__Steroidobacterales) g__UBA964, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__UBA964
OTU1087,(o__Steroidobacterales) unclassified,(o__Steroidobacterales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,unclassified
OTU1088,(o__SZUA-152) unclassified,(o__SZUA-152) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SZUA-152,f__SZUA-152,unclassified
OTU1089,(o__UBA11654) g__UBA11654,(o__UBA11654) g__UBA11654, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA11654,f__UBA11654,g__UBA11654
OTU1090,(o__UBA4486) g__NG_15,(o__UBA4486) g__NG_15, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__NG_15, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA4486,f__UBA4486,g__NG_15
OTU1091,(o__UBA4486) g__UBA7359,(o__UBA4486) g__UBA7359, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA4486,f__UBA4486,g__UBA7359
OTU1092,(o__UBA4486) g__WLWS01,(o__UBA4486) g__WLWS01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__WLWS01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA4486,f__UBA4486,g__WLWS01
OTU1093,(o__UBA4486) unclassified,(o__UBA4486) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA4486,f__UBA4486,unclassified
OTU1094,(o__UBA6429) unclassified,(o__UBA6429) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA6429,f__UBA6429,unclassified
OTU1095,(o__UBA6522) g__NG_17,(o__UBA6522) g__NG_17, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__NG_17, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA6522,f__UBA6522,g__NG_17
OTU1096,(o__UBA6522) g__ZC4RG20,(o__UBA6522) g__ZC4RG20, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__ZC4RG20, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA6522,f__UBA6522,g__ZC4RG20
OTU1097,(o__UBA6522) unclassified,(o__UBA6522) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA6522,f__UBA6522,unclassified
OTU1098,(o__UBA7916) g__GCA-002691585,(o__UBA7916) g__GCA-002691585, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__GCA-002691585;g__GCA-002691585, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__GCA-002691585,g__GCA-002691585
OTU1099,(o__UBA7916) g__JABJPE01,(o__UBA7916) g__JABJPE01, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__JABJPE01;g__JABJPE01, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__JABJPE01,g__JABJPE01
OTU1100,(o__UBA7916) g__UBA1515,(o__UBA7916) g__UBA1515, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA1515;g__UBA1515, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__UBA1515,g__UBA1515
OTU1101,(o__UBA7916) g__UBA729,(o__UBA7916) g__UBA729, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA729;g__UBA729, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__UBA729,g__UBA729
OTU1102,(o__UBA7916) unclassified,(o__UBA7916) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA729;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__UBA729,unclassified
OTU1103,(o__UBA7916) g__UBA7916,(o__UBA7916) g__UBA7916, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA7916;g__UBA7916, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__UBA7916,g__UBA7916
OTU1104,(o__UBA7916) unclassified,(o__UBA7916) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA7916;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,f__UBA7916,unclassified
OTU1105,(o__UBA7916) g__,(o__UBA7916) g__, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;unclassified;, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA7916,unclassified,g__
OTU1106,(o__Woeseiales) g__SP4260,(o__Woeseiales) g__SP4260, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Woeseiales,f__Woeseiaceae,g__SP4260
OTU1107,(o__Woeseiales) unclassified,(o__Woeseiales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Woeseiales,f__Woeseiaceae,unclassified
OTU1108,(o__Xanthomonadales) g__Luteibacter,(o__Xanthomonadales) g__Luteibacter, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Luteibacter, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Luteibacter
OTU1109,(o__Xanthomonadales) unclassified,(o__Xanthomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,unclassified
OTU1110,(o__Xanthomonadales) unclassified,(o__Xanthomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__SZUA-36,unclassified
OTU1111,(o__Xanthomonadales) g__Pseudoxanthomonas_A,(o__Xanthomonadales) g__Pseudoxanthomonas_A, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas_A
OTU1112,(o__Xanthomonadales) unclassified,(o__Xanthomonadales) unclassified, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;unclassified, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,unclassified
OTU1113,(o__Xanthomonadales) g__,(o__Xanthomonadales) g__, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;unclassified;, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,unclassified,g__
OTU1114,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;unclassified;, d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,,g__
OTU1115,(o__Mariprofundales) g__,(o__Mariprofundales) g__, d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;unclassified;, d__Bacteria,p__Proteobacteria,c__Zetaproteobacteria,o__Mariprofundales,unclassified,g__
OTU1116,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;unclassified;, d__Bacteria,p__Proteobacteria,c__Zetaproteobacteria,unclassified,,g__
OTU1117,(o__) g__,(o__) g__, d__Bacteria;p__Proteobacteria;unclassified;, d__Bacteria,p__Proteobacteria,unclassified,o__,,g__
OTU1118,(o__SAR324) g__JCVI-SCAAA005,(o__SAR324) g__JCVI-SCAAA005, d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005, d__Bacteria,p__SAR324,c__SAR324,o__SAR324,f__NAC60-12,g__JCVI-SCAAA005
OTU1119,(o__SAR324) g__NG_04,(o__SAR324) g__NG_04, d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__NG_04, d__Bacteria,p__SAR324,c__SAR324,o__SAR324,f__NAC60-12,g__NG_04
OTU1120,(o__SAR324) g__UBA1014,(o__SAR324) g__UBA1014, d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014, d__Bacteria,p__SAR324,c__SAR324,o__SAR324,f__NAC60-12,g__UBA1014
OTU1121,(o__SAR324) unclassified,(o__SAR324) unclassified, d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;unclassified, d__Bacteria,p__SAR324,c__SAR324,o__SAR324,f__NAC60-12,unclassified
OTU1122,(o__SAR324) g__,(o__SAR324) g__, d__Bacteria;p__SAR324;c__SAR324;o__SAR324;unclassified;, d__Bacteria,p__SAR324,c__SAR324,o__SAR324,unclassified,g__
OTU1123,(unclassified) g__,(unclassified) g__, d__Bacteria;p__SAR324;c__SAR324;unclassified;, d__Bacteria,p__SAR324,c__SAR324,unclassified,,g__
OTU1124,(o__Turneriellales) g__J094,(o__Turneriellales) g__J094, d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__J094;g__J094, d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Turneriellales,f__J094,g__J094
OTU1125,(o__Turneriellales) g__Turneriella,(o__Turneriellales) g__Turneriella, d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;f__Turneriellaceae;g__Turneriella, d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Turneriellales,f__Turneriellaceae,g__Turneriella
OTU1126,(o__Turneriellales) g__,(o__Turneriellales) g__, d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Turneriellales;unclassified;, d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Turneriellales,unclassified,g__
OTU1127,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Spirochaetota;c__Leptospirae;unclassified;, d__Bacteria,p__Spirochaetota,c__Leptospirae,unclassified,,g__
OTU1128,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Spirochaetota;c__Spirochaetia;unclassified;, d__Bacteria,p__Spirochaetota,c__Spirochaetia,unclassified,,g__
OTU1129,(o__) g__,(o__) g__, d__Bacteria;p__Spirochaetota;unclassified;, d__Bacteria,p__Spirochaetota,unclassified,o__,,g__
OTU1130,(o__) g__,(o__) g__, d__Bacteria;p__Synergistota;unclassified;, d__Bacteria,p__Synergistota,unclassified,o__,,g__
OTU1131,(o__UBA6191) g__GCA-2402105,(o__UBA6191) g__GCA-2402105, d__Bacteria;p__UBP17;c__UBA6191;o__UBA6191;f__UBA6191;g__GCA-2402105, d__Bacteria,p__UBP17,c__UBA6191,o__UBA6191,f__UBA6191,g__GCA-2402105
OTU1132,(o__UBA6191) unclassified,(o__UBA6191) unclassified, d__Bacteria;p__UBP17;c__UBA6191;o__UBA6191;f__UBA6191;unclassified, d__Bacteria,p__UBP17,c__UBA6191,o__UBA6191,f__UBA6191,unclassified
OTU1133,(unclassified) g__,(unclassified) g__, d__Bacteria;p__UBP17;c__UBA6191;unclassified;, d__Bacteria,p__UBP17,c__UBA6191,unclassified,,g__
OTU1134,(o__Lentisphaerales) g__Lentisphaera,(o__Lentisphaerales) g__Lentisphaera, d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Lentisphaerales;f__Lentisphaeraceae;g__Lentisphaera, d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Lentisphaerales,f__Lentisphaeraceae,g__Lentisphaera
OTU1135,(unclassified) g__,(unclassified) g__, d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;unclassified;, d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,unclassified,,g__
OTU1136,(o__Opitutales) g__BACL24,(o__Opitutales) g__BACL24, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__DSM-45221,g__BACL24
OTU1137,(o__Opitutales) g__GCA-2690565,(o__Opitutales) g__GCA-2690565, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__GCA-2690565, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__DSM-45221,g__GCA-2690565
OTU1138,(o__Opitutales) g__UBA7441,(o__Opitutales) g__UBA7441, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__UBA7441, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__DSM-45221,g__UBA7441
OTU1139,(o__Opitutales) unclassified,(o__Opitutales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__DSM-45221,unclassified
OTU1140,(o__Opitutales) g__JABJCN01,(o__Opitutales) g__JABJCN01, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__JABJCN01;g__JABJCN01, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__JABJCN01,g__JABJCN01
OTU1141,(o__Opitutales) g__MB11C04,(o__Opitutales) g__MB11C04, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__MB11C04,g__MB11C04
OTU1142,(o__Opitutales) unclassified,(o__Opitutales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__MB11C04,unclassified
OTU1143,(o__Opitutales) g__Didemnitutus,(o__Opitutales) g__Didemnitutus, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Didemnitutus, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Didemnitutus
OTU1144,(o__Opitutales) g__ER46,(o__Opitutales) g__ER46, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__ER46
OTU1145,(o__Opitutales) g__Lacunisphaera,(o__Opitutales) g__Lacunisphaera, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Lacunisphaera
OTU1146,(o__Opitutales) g__NG_66,(o__Opitutales) g__NG_66, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__NG_66, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__NG_66
OTU1147,(o__Opitutales) g__UBA5691,(o__Opitutales) g__UBA5691, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA5691, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__UBA5691
OTU1148,(o__Opitutales) unclassified,(o__Opitutales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,unclassified
OTU1149,(o__Opitutales) g__UBA2995,(o__Opitutales) g__UBA2995, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA2995;g__UBA2995, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__UBA2995,g__UBA2995
OTU1150,(o__Opitutales) g__UBA953,(o__Opitutales) g__UBA953, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__UBA953,g__UBA953
OTU1151,(o__Opitutales) unclassified,(o__Opitutales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__UBA953,unclassified
OTU1152,(o__Opitutales) g__,(o__Opitutales) g__, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;unclassified;, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,unclassified,g__
OTU1153,(o__Pedosphaerales) g__AAA164-E04,(o__Pedosphaerales) g__AAA164-E04, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__AAA164-E04,g__AAA164-E04
OTU1154,(o__Pedosphaerales) g__UBA7971,(o__Pedosphaerales) g__UBA7971, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA7971, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__AAA164-E04,g__UBA7971
OTU1155,(o__Pedosphaerales) unclassified,(o__Pedosphaerales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__AAA164-E04,unclassified
OTU1156,(o__Pedosphaerales) g__GCA-2715965,(o__Pedosphaerales) g__GCA-2715965, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__GCA-2715965;g__GCA-2715965, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__GCA-2715965,g__GCA-2715965
OTU1157,(o__Pedosphaerales) g__NG_11,(o__Pedosphaerales) g__NG_11, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__GCA-2715965;g__NG_11, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__GCA-2715965,g__NG_11
OTU1158,(o__Pedosphaerales) unclassified,(o__Pedosphaerales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__GCA-2715965;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__GCA-2715965,unclassified
OTU1159,(o__Pedosphaerales) g__UBA1096,(o__Pedosphaerales) g__UBA1096, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA1096,g__UBA1096
OTU1160,(o__Pedosphaerales) g__UBA1100,(o__Pedosphaerales) g__UBA1100, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__UBA1100, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA1100,g__UBA1100
OTU1161,(o__Pedosphaerales) unclassified,(o__Pedosphaerales) unclassified, d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;unclassified, d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__UBA1100,unclassified
